DayOfWeek,Department,TimeOfDay,PatientInflow
Tuesday,Cardiology,Morning,10
Wednesday,Neurology,Night,13
Tuesday,Oncology,Evening,8
Sunday,Neurology,Evening,15
Tuesday,Oncology,Evening,20
Saturday,Neurology,Morning,6
Thursday,Neurology,Afternoon,8
Monday,Pediatrics,Night,26
Tuesday,Oncology,Afternoon,18
Wednesday,Neurology,Evening,13
Tuesday,Cardiology,Night,9
Sunday,Emergency,Night,16
Saturday,Neurology,Morning,22
Thursday,Emergency,Evening,14
Friday,Oncology,Afternoon,17
Saturday,Oncology,Evening,7
Wednesday,Cardiology,Night,19
Wednesday,Pediatrics,Morning,11
Friday,Pediatrics,Morning,28
Sunday,Pediatrics,Afternoon,25
Thursday,Pediatrics,Evening,8
Thursday,Pediatrics,Night,10
Monday,Pediatrics,Evening,26
Saturday,Pediatrics,Night,14
Wednesday,Oncology,Afternoon,5
Monday,Cardiology,Evening,9
Saturday,Oncology,Night,9
Tuesday,Neurology,Night,8
Monday,Neurology,Night,14
Monday,Pediatrics,Evening,18
Saturday,Pediatrics,Evening,7
Saturday,Oncology,Evening,23
Friday,Pediatrics,Morning,19
Monday,Pediatrics,Evening,23
Saturday,Pediatrics,Afternoon,28
Tuesday,Oncology,Night,22
Sunday,Neurology,Morning,28
Sunday,Neurology,Morning,28
Monday,Neurology,Morning,10
Thursday,Emergency,Afternoon,20
Monday,Emergency,Morning,10
Saturday,Cardiology,Afternoon,11
Saturday,Neurology,Afternoon,21
Friday,Emergency,Morning,21
Friday,Neurology,Evening,10
Friday,Pediatrics,Afternoon,10
Monday,Pediatrics,Night,7
Tuesday,Oncology,Evening,23
Sunday,Cardiology,Afternoon,24
Wednesday,Emergency,Morning,12
Friday,Cardiology,Morning,19
Monday,Pediatrics,Night,14
Wednesday,Cardiology,Night,19
Saturday,Oncology,Evening,5
Saturday,Pediatrics,Night,16
Thursday,Pediatrics,Evening,14
Thursday,Oncology,Night,24
Friday,Emergency,Evening,16
Friday,Neurology,Evening,7
Sunday,Neurology,Afternoon,8
Thursday,Cardiology,Night,17
Friday,Oncology,Evening,23
Sunday,Pediatrics,Afternoon,12
Saturday,Neurology,Night,6
Thursday,Cardiology,Morning,12
Monday,Oncology,Night,19
Wednesday,Emergency,Night,5
Monday,Cardiology,Night,12
Thursday,Neurology,Evening,6
Monday,Pediatrics,Night,15
Thursday,Pediatrics,Night,12
Sunday,Cardiology,Night,22
Monday,Emergency,Night,7
Wednesday,Neurology,Night,28
Thursday,Oncology,Afternoon,28
Friday,Cardiology,Afternoon,9
Friday,Emergency,Night,15
Friday,Cardiology,Afternoon,20
Sunday,Pediatrics,Night,11
Thursday,Oncology,Evening,27
Friday,Pediatrics,Night,18
Tuesday,Emergency,Evening,29
Wednesday,Oncology,Afternoon,26
Saturday,Oncology,Afternoon,13
Saturday,Emergency,Evening,13
Sunday,Cardiology,Night,10
Sunday,Pediatrics,Afternoon,27
Tuesday,Cardiology,Night,14
Thursday,Oncology,Night,22
Thursday,Emergency,Afternoon,15
Wednesday,Pediatrics,Afternoon,20
Saturday,Emergency,Morning,12
Monday,Emergency,Evening,9
Sunday,Emergency,Evening,13
Wednesday,Neurology,Morning,17
Tuesday,Neurology,Evening,24
Tuesday,Emergency,Morning,10
Tuesday,Neurology,Morning,13
Saturday,Cardiology,Night,13
Tuesday,Pediatrics,Afternoon,22
Monday,Pediatrics,Afternoon,18
Thursday,Oncology,Evening,15
Thursday,Pediatrics,Afternoon,18
Wednesday,Neurology,Evening,8
Thursday,Pediatrics,Evening,17
Thursday,Neurology,Morning,12
Thursday,Neurology,Night,15
Monday,Cardiology,Evening,23
Monday,Emergency,Night,24
Thursday,Pediatrics,Night,23
Tuesday,Pediatrics,Morning,5
Thursday,Neurology,Evening,8
Saturday,Oncology,Afternoon,25
Wednesday,Neurology,Evening,23
Saturday,Pediatrics,Night,8
Friday,Emergency,Afternoon,24
Wednesday,Neurology,Evening,17
Friday,Cardiology,Morning,23
Monday,Oncology,Night,6
Monday,Oncology,Afternoon,29
Thursday,Oncology,Night,25
Friday,Oncology,Night,8
Monday,Neurology,Afternoon,13
Monday,Oncology,Afternoon,24
Thursday,Emergency,Night,24
Monday,Oncology,Evening,17
Friday,Emergency,Evening,19
Wednesday,Emergency,Evening,9
Monday,Neurology,Night,27
Tuesday,Neurology,Morning,17
Sunday,Oncology,Night,21
Saturday,Pediatrics,Evening,29
Monday,Neurology,Evening,14
Sunday,Pediatrics,Morning,10
Sunday,Neurology,Morning,11
Saturday,Pediatrics,Afternoon,13
Wednesday,Emergency,Morning,27
Thursday,Cardiology,Morning,8
Saturday,Neurology,Morning,20
Thursday,Cardiology,Afternoon,14
Wednesday,Neurology,Afternoon,8
Thursday,Pediatrics,Evening,18
Sunday,Cardiology,Morning,13
Monday,Emergency,Night,9
Friday,Cardiology,Evening,12
Monday,Cardiology,Night,15
Friday,Cardiology,Evening,7
Tuesday,Oncology,Morning,20
Wednesday,Neurology,Morning,28
Wednesday,Pediatrics,Afternoon,25
Monday,Cardiology,Morning,19
Thursday,Pediatrics,Evening,28
Wednesday,Cardiology,Evening,10
Friday,Oncology,Evening,13
Thursday,Pediatrics,Afternoon,26
Friday,Emergency,Evening,9
Wednesday,Emergency,Night,28
Friday,Emergency,Morning,12
Tuesday,Oncology,Morning,17
Friday,Pediatrics,Afternoon,5
Monday,Pediatrics,Evening,11
Tuesday,Pediatrics,Evening,13
Monday,Neurology,Evening,29
Friday,Neurology,Morning,8
Thursday,Emergency,Afternoon,12
Monday,Oncology,Morning,7
Thursday,Neurology,Night,12
Tuesday,Pediatrics,Afternoon,25
Friday,Pediatrics,Night,26
Thursday,Emergency,Afternoon,21
Monday,Pediatrics,Evening,23
Wednesday,Cardiology,Afternoon,21
Tuesday,Neurology,Morning,6
Tuesday,Neurology,Night,15
Thursday,Emergency,Morning,7
Tuesday,Neurology,Evening,5
Friday,Oncology,Morning,19
Tuesday,Emergency,Evening,20
Saturday,Neurology,Night,11
Friday,Cardiology,Evening,5
Sunday,Cardiology,Night,14
Tuesday,Pediatrics,Evening,22
Saturday,Emergency,Night,14
Saturday,Pediatrics,Morning,15
Saturday,Neurology,Morning,5
Friday,Neurology,Evening,29
Saturday,Oncology,Evening,28
Monday,Cardiology,Evening,7
Monday,Emergency,Afternoon,17
Sunday,Pediatrics,Night,17
Tuesday,Neurology,Morning,19
Tuesday,Cardiology,Afternoon,8
Saturday,Neurology,Afternoon,9
Sunday,Emergency,Morning,17
Tuesday,Neurology,Afternoon,25
Friday,Emergency,Morning,13
Saturday,Emergency,Morning,16
Wednesday,Cardiology,Afternoon,28
Tuesday,Cardiology,Evening,17
Sunday,Emergency,Morning,24
Saturday,Pediatrics,Morning,15
Sunday,Neurology,Evening,7
Tuesday,Neurology,Night,18
Saturday,Pediatrics,Morning,12
Thursday,Neurology,Morning,5
Sunday,Cardiology,Morning,6
Tuesday,Oncology,Morning,9
Wednesday,Oncology,Night,23
Saturday,Cardiology,Evening,22
Monday,Pediatrics,Afternoon,7
Sunday,Emergency,Night,6
Sunday,Oncology,Evening,22
Saturday,Emergency,Morning,24
Thursday,Pediatrics,Morning,13
Thursday,Cardiology,Evening,6
Thursday,Cardiology,Morning,21
Monday,Cardiology,Evening,28
Sunday,Cardiology,Evening,15
Friday,Neurology,Evening,14
Sunday,Pediatrics,Morning,16
Saturday,Pediatrics,Night,25
Friday,Cardiology,Night,13
Monday,Pediatrics,Morning,12
Thursday,Pediatrics,Afternoon,9
Wednesday,Cardiology,Morning,23
Monday,Emergency,Afternoon,11
Thursday,Neurology,Afternoon,20
Thursday,Oncology,Morning,22
Tuesday,Oncology,Night,14
Monday,Neurology,Night,23
Friday,Oncology,Evening,16
Saturday,Emergency,Night,17
Thursday,Cardiology,Night,26
Friday,Oncology,Night,26
Friday,Oncology,Evening,14
Tuesday,Cardiology,Evening,6
Tuesday,Oncology,Afternoon,10
Monday,Neurology,Evening,27
Saturday,Oncology,Morning,20
Monday,Oncology,Afternoon,28
Thursday,Neurology,Afternoon,16
Wednesday,Oncology,Evening,23
Sunday,Pediatrics,Evening,10
Thursday,Pediatrics,Night,7
Friday,Oncology,Night,24
Monday,Neurology,Night,26
Monday,Neurology,Morning,25
Saturday,Pediatrics,Afternoon,19
Monday,Emergency,Morning,24
Saturday,Cardiology,Morning,10
Saturday,Cardiology,Night,14
Monday,Oncology,Morning,29
Wednesday,Pediatrics,Morning,7
Thursday,Oncology,Afternoon,21
Monday,Cardiology,Morning,28
Wednesday,Oncology,Night,25
Tuesday,Cardiology,Evening,6
Wednesday,Emergency,Night,22
Monday,Pediatrics,Morning,27
Sunday,Oncology,Evening,23
Sunday,Cardiology,Night,7
Monday,Emergency,Morning,10
Wednesday,Neurology,Night,24
Monday,Pediatrics,Night,28
Monday,Oncology,Morning,26
Sunday,Emergency,Afternoon,22
Wednesday,Oncology,Afternoon,27
Sunday,Pediatrics,Evening,5
Sunday,Emergency,Evening,18
Sunday,Emergency,Night,27
Thursday,Oncology,Evening,16
Friday,Neurology,Evening,13
Thursday,Emergency,Evening,17
Wednesday,Oncology,Afternoon,29
Monday,Pediatrics,Morning,19
Thursday,Cardiology,Afternoon,20
Sunday,Emergency,Afternoon,11
Wednesday,Emergency,Morning,26
Wednesday,Neurology,Morning,15
Sunday,Emergency,Afternoon,28
Saturday,Emergency,Afternoon,12
Saturday,Cardiology,Night,21
Sunday,Pediatrics,Night,9
Saturday,Oncology,Morning,14
Tuesday,Pediatrics,Afternoon,26
Monday,Oncology,Morning,19
Tuesday,Pediatrics,Afternoon,29
Friday,Cardiology,Evening,25
Sunday,Neurology,Afternoon,29
Wednesday,Pediatrics,Morning,28
Wednesday,Neurology,Morning,16
Saturday,Cardiology,Morning,16
Sunday,Neurology,Morning,9
Monday,Neurology,Evening,25
Tuesday,Oncology,Morning,7
Tuesday,Pediatrics,Night,27
Monday,Cardiology,Evening,12
Tuesday,Emergency,Night,23
Saturday,Cardiology,Afternoon,29
Monday,Cardiology,Evening,17
Sunday,Oncology,Morning,9
Tuesday,Emergency,Night,5
Monday,Oncology,Morning,15
Saturday,Cardiology,Afternoon,17
Friday,Neurology,Afternoon,16
Saturday,Neurology,Evening,19
Sunday,Cardiology,Night,15
Monday,Pediatrics,Night,29
Sunday,Oncology,Evening,29
Monday,Neurology,Morning,9
Tuesday,Oncology,Night,14
Tuesday,Cardiology,Evening,13
Saturday,Emergency,Afternoon,16
Saturday,Pediatrics,Morning,8
Monday,Cardiology,Morning,10
Monday,Oncology,Evening,24
Tuesday,Oncology,Morning,13
Wednesday,Emergency,Afternoon,18
Saturday,Oncology,Afternoon,17
Thursday,Pediatrics,Afternoon,7
Sunday,Neurology,Afternoon,18
Friday,Neurology,Night,7
Monday,Emergency,Evening,21
Tuesday,Pediatrics,Evening,11
Saturday,Emergency,Evening,5
Thursday,Neurology,Evening,22
Saturday,Oncology,Afternoon,24
Monday,Emergency,Morning,29
Tuesday,Pediatrics,Morning,5
Tuesday,Oncology,Morning,7
Wednesday,Emergency,Evening,27
Monday,Pediatrics,Morning,16
Saturday,Oncology,Morning,28
Sunday,Neurology,Morning,18
Sunday,Neurology,Morning,11
Saturday,Oncology,Afternoon,16
Thursday,Pediatrics,Night,25
Friday,Neurology,Morning,29
Wednesday,Emergency,Morning,6
Friday,Cardiology,Night,22
Sunday,Emergency,Afternoon,6
Sunday,Neurology,Morning,10
Monday,Pediatrics,Evening,21
Thursday,Neurology,Evening,27
Thursday,Cardiology,Afternoon,23
Sunday,Neurology,Afternoon,5
Thursday,Emergency,Morning,19
Tuesday,Neurology,Morning,15
Thursday,Emergency,Night,27
Tuesday,Cardiology,Evening,17
Sunday,Pediatrics,Night,19
Saturday,Pediatrics,Afternoon,15
Thursday,Neurology,Evening,8
Friday,Emergency,Evening,10
Friday,Pediatrics,Morning,22
Thursday,Emergency,Morning,12
Thursday,Pediatrics,Morning,10
Tuesday,Neurology,Night,6
Tuesday,Cardiology,Night,26
Tuesday,Oncology,Morning,22
Monday,Cardiology,Afternoon,26
Sunday,Pediatrics,Morning,13
Tuesday,Cardiology,Night,24
Tuesday,Cardiology,Afternoon,22
Monday,Neurology,Afternoon,17
Thursday,Cardiology,Night,11
Wednesday,Neurology,Afternoon,20
Monday,Pediatrics,Night,12
Tuesday,Pediatrics,Night,6
Monday,Emergency,Night,10
Sunday,Neurology,Evening,10
Friday,Cardiology,Afternoon,8
Friday,Neurology,Morning,20
Sunday,Emergency,Afternoon,14
Thursday,Oncology,Afternoon,22
Tuesday,Neurology,Night,15
Friday,Neurology,Morning,22
Monday,Oncology,Night,15
Sunday,Neurology,Night,8
Tuesday,Oncology,Morning,10
Sunday,Neurology,Afternoon,26
Thursday,Oncology,Evening,6
Tuesday,Neurology,Evening,24
Tuesday,Oncology,Night,19
Monday,Pediatrics,Night,20
Saturday,Emergency,Afternoon,12
Tuesday,Pediatrics,Afternoon,29
Monday,Pediatrics,Evening,11
Monday,Pediatrics,Morning,22
Tuesday,Pediatrics,Morning,25
Saturday,Oncology,Night,12
Thursday,Pediatrics,Afternoon,29
Saturday,Emergency,Evening,13
Thursday,Neurology,Afternoon,8
Wednesday,Oncology,Night,8
Friday,Cardiology,Evening,28
Tuesday,Oncology,Evening,19
Tuesday,Neurology,Afternoon,24
Monday,Cardiology,Morning,10
Thursday,Emergency,Morning,10
Saturday,Oncology,Afternoon,21
Saturday,Neurology,Night,13
Tuesday,Oncology,Afternoon,8
Thursday,Emergency,Night,7
Saturday,Emergency,Night,21
Wednesday,Emergency,Evening,13
Saturday,Emergency,Night,24
Tuesday,Pediatrics,Afternoon,26
Monday,Oncology,Evening,6
Thursday,Emergency,Afternoon,22
Sunday,Emergency,Night,25
Friday,Cardiology,Afternoon,16
Thursday,Oncology,Afternoon,6
Thursday,Neurology,Afternoon,6
Saturday,Emergency,Evening,18
Friday,Neurology,Evening,11
Thursday,Cardiology,Morning,11
Wednesday,Emergency,Evening,17
Saturday,Oncology,Morning,10
Tuesday,Oncology,Afternoon,12
Tuesday,Emergency,Night,16
Tuesday,Emergency,Night,22
Sunday,Oncology,Evening,25
Saturday,Emergency,Morning,28
Thursday,Emergency,Evening,10
Friday,Emergency,Afternoon,8
Thursday,Pediatrics,Afternoon,29
Tuesday,Oncology,Afternoon,29
Friday,Cardiology,Evening,15
Tuesday,Neurology,Morning,28
Tuesday,Neurology,Afternoon,16
Wednesday,Pediatrics,Evening,7
Wednesday,Emergency,Morning,9
Thursday,Oncology,Evening,13
Wednesday,Oncology,Night,14
Friday,Cardiology,Afternoon,7
Monday,Pediatrics,Evening,5
Friday,Emergency,Evening,12
Tuesday,Neurology,Morning,7
Saturday,Emergency,Night,25
Tuesday,Neurology,Morning,14
Saturday,Pediatrics,Afternoon,11
Wednesday,Pediatrics,Morning,8
Tuesday,Pediatrics,Evening,9
Monday,Cardiology,Afternoon,11
Thursday,Cardiology,Evening,15
Thursday,Emergency,Afternoon,19
Friday,Cardiology,Afternoon,22
Saturday,Cardiology,Morning,9
Sunday,Oncology,Afternoon,13
Thursday,Emergency,Morning,19
Wednesday,Oncology,Afternoon,5
Wednesday,Neurology,Evening,27
Sunday,Oncology,Morning,19
Tuesday,Cardiology,Afternoon,20
Wednesday,Pediatrics,Afternoon,23
Wednesday,Cardiology,Evening,26
Thursday,Emergency,Afternoon,15
Saturday,Cardiology,Afternoon,5
Monday,Pediatrics,Evening,7
Tuesday,Pediatrics,Evening,24
Friday,Emergency,Morning,22
Thursday,Cardiology,Afternoon,19
Tuesday,Cardiology,Night,22
Sunday,Oncology,Morning,25
Thursday,Neurology,Evening,12
Wednesday,Neurology,Night,6
Sunday,Neurology,Morning,12
Friday,Cardiology,Night,15
Friday,Oncology,Evening,11
Saturday,Oncology,Night,5
Monday,Neurology,Night,15
Tuesday,Cardiology,Night,11
Saturday,Neurology,Evening,23
Friday,Pediatrics,Evening,23
Thursday,Oncology,Afternoon,11
Tuesday,Emergency,Night,23
Wednesday,Oncology,Evening,21
Monday,Oncology,Evening,26
Wednesday,Neurology,Afternoon,25
Saturday,Cardiology,Evening,6
Friday,Neurology,Evening,16
Wednesday,Neurology,Evening,15
Thursday,Cardiology,Afternoon,9
Thursday,Neurology,Morning,23
Tuesday,Emergency,Afternoon,26
Monday,Oncology,Morning,5
Monday,Emergency,Afternoon,14
Thursday,Cardiology,Morning,27
Wednesday,Cardiology,Afternoon,12
Wednesday,Pediatrics,Evening,7
Saturday,Neurology,Morning,7
Tuesday,Neurology,Evening,29
Friday,Pediatrics,Afternoon,5
Friday,Pediatrics,Night,26
Tuesday,Neurology,Evening,10
Sunday,Neurology,Morning,14
Sunday,Neurology,Morning,6
Friday,Oncology,Morning,7
Thursday,Cardiology,Evening,29
Monday,Oncology,Evening,21
Sunday,Emergency,Morning,10
Saturday,Oncology,Morning,14
Monday,Emergency,Night,9
Friday,Oncology,Afternoon,24
Friday,Neurology,Night,5
Friday,Oncology,Afternoon,29
Monday,Oncology,Night,28
Friday,Emergency,Night,13
Wednesday,Oncology,Evening,19
Wednesday,Emergency,Night,27
Thursday,Emergency,Afternoon,9
Tuesday,Pediatrics,Evening,22
Sunday,Cardiology,Morning,26
Sunday,Oncology,Morning,15
Thursday,Neurology,Afternoon,10
Saturday,Pediatrics,Evening,7
Monday,Emergency,Afternoon,25
Sunday,Cardiology,Afternoon,18
Wednesday,Oncology,Afternoon,6
Tuesday,Emergency,Evening,12
Saturday,Pediatrics,Night,6
Wednesday,Pediatrics,Evening,9
Friday,Neurology,Night,13
Monday,Oncology,Afternoon,21
Tuesday,Cardiology,Afternoon,24
Thursday,Neurology,Night,14
Saturday,Oncology,Evening,27
Monday,Neurology,Evening,9
Thursday,Oncology,Night,18
Sunday,Pediatrics,Afternoon,15
Sunday,Emergency,Morning,27
Saturday,Cardiology,Night,22
Thursday,Neurology,Morning,22
Thursday,Pediatrics,Afternoon,24
Sunday,Neurology,Evening,16
Friday,Neurology,Morning,24
Thursday,Neurology,Afternoon,25
Wednesday,Pediatrics,Afternoon,5
Saturday,Oncology,Evening,6
Tuesday,Cardiology,Night,25
Tuesday,Neurology,Morning,8
Sunday,Neurology,Afternoon,13
Monday,Emergency,Afternoon,14
Wednesday,Emergency,Evening,29
Thursday,Emergency,Morning,21
Sunday,Cardiology,Afternoon,9
Saturday,Emergency,Afternoon,21
Wednesday,Cardiology,Evening,10
Sunday,Cardiology,Afternoon,15
Thursday,Emergency,Evening,28
Thursday,Oncology,Morning,15
Tuesday,Oncology,Afternoon,6
Saturday,Oncology,Afternoon,24
Friday,Oncology,Morning,6
Sunday,Oncology,Night,13
Monday,Neurology,Evening,5
Tuesday,Oncology,Evening,20
Sunday,Oncology,Afternoon,25
Thursday,Neurology,Morning,25
Monday,Oncology,Afternoon,24
Sunday,Pediatrics,Morning,12
Thursday,Emergency,Afternoon,24
Sunday,Cardiology,Night,21
Tuesday,Emergency,Afternoon,5
Sunday,Neurology,Evening,5
Thursday,Pediatrics,Morning,28
Monday,Neurology,Morning,29
Thursday,Emergency,Morning,27
Tuesday,Neurology,Evening,22
Thursday,Pediatrics,Afternoon,28
Sunday,Emergency,Night,5
Monday,Oncology,Evening,20
Wednesday,Emergency,Evening,21
Wednesday,Pediatrics,Morning,5
Friday,Emergency,Afternoon,17
Friday,Emergency,Evening,27
Tuesday,Oncology,Night,28
Saturday,Cardiology,Afternoon,8
Sunday,Pediatrics,Afternoon,18
Thursday,Emergency,Evening,21
Saturday,Neurology,Evening,9
Thursday,Pediatrics,Night,18
Sunday,Neurology,Evening,29
Thursday,Cardiology,Afternoon,28
Tuesday,Pediatrics,Afternoon,18
Sunday,Neurology,Afternoon,12
Tuesday,Pediatrics,Night,7
Saturday,Oncology,Night,19
Sunday,Cardiology,Morning,25
Thursday,Neurology,Afternoon,7
Monday,Cardiology,Morning,27
Tuesday,Cardiology,Night,17
Sunday,Oncology,Evening,19
Sunday,Neurology,Evening,21
Sunday,Pediatrics,Afternoon,14
Friday,Oncology,Night,8
Monday,Pediatrics,Night,20
Saturday,Neurology,Evening,5
Wednesday,Cardiology,Night,18
Thursday,Pediatrics,Afternoon,11
Friday,Oncology,Afternoon,5
Friday,Cardiology,Morning,7
Friday,Neurology,Afternoon,11
Friday,Oncology,Afternoon,9
Sunday,Cardiology,Morning,27
Saturday,Cardiology,Afternoon,5
Thursday,Emergency,Evening,5
Friday,Neurology,Night,15
Saturday,Emergency,Morning,29
Friday,Cardiology,Night,26
Monday,Oncology,Evening,5
Saturday,Pediatrics,Morning,14
Tuesday,Emergency,Afternoon,27
Wednesday,Pediatrics,Afternoon,5
Sunday,Emergency,Afternoon,11
Thursday,Oncology,Afternoon,15
Wednesday,Cardiology,Evening,12
Wednesday,Pediatrics,Evening,27
Saturday,Pediatrics,Morning,9
Tuesday,Pediatrics,Afternoon,19
Thursday,Pediatrics,Afternoon,28
Monday,Cardiology,Afternoon,29
Tuesday,Pediatrics,Night,20
Friday,Cardiology,Morning,26
Sunday,Cardiology,Afternoon,28
Friday,Cardiology,Afternoon,7
Wednesday,Emergency,Night,24
Monday,Pediatrics,Afternoon,20
Wednesday,Pediatrics,Night,16
Saturday,Emergency,Night,26
Sunday,Cardiology,Night,5
Sunday,Oncology,Evening,8
Friday,Pediatrics,Afternoon,20
Thursday,Pediatrics,Afternoon,10
Tuesday,Oncology,Evening,27
Monday,Neurology,Morning,27
Tuesday,Pediatrics,Afternoon,9
Tuesday,Cardiology,Night,9
Wednesday,Pediatrics,Evening,18
Sunday,Oncology,Evening,8
Sunday,Cardiology,Evening,11
Friday,Emergency,Afternoon,23
Monday,Cardiology,Morning,5
Tuesday,Emergency,Morning,17
Monday,Emergency,Afternoon,8
Sunday,Neurology,Evening,14
Monday,Emergency,Evening,23
Friday,Cardiology,Morning,19
Tuesday,Emergency,Morning,25
Sunday,Oncology,Morning,28
Monday,Emergency,Afternoon,18
Monday,Emergency,Afternoon,8
Tuesday,Neurology,Night,5
Tuesday,Pediatrics,Morning,19
Tuesday,Emergency,Afternoon,17
Wednesday,Cardiology,Afternoon,20
Tuesday,Neurology,Afternoon,28
Friday,Oncology,Night,13
Monday,Pediatrics,Afternoon,22
Wednesday,Cardiology,Night,6
Tuesday,Oncology,Night,15
Sunday,Neurology,Evening,7
Sunday,Oncology,Morning,17
Thursday,Pediatrics,Morning,13
Wednesday,Emergency,Evening,6
Wednesday,Pediatrics,Morning,12
Saturday,Pediatrics,Afternoon,14
Sunday,Oncology,Morning,25
Wednesday,Cardiology,Night,29
Wednesday,Pediatrics,Afternoon,5
Monday,Oncology,Morning,14
Saturday,Oncology,Morning,12
Sunday,Emergency,Afternoon,6
Monday,Neurology,Night,22
Saturday,Emergency,Evening,16
Wednesday,Oncology,Morning,5
Thursday,Emergency,Afternoon,9
Tuesday,Emergency,Night,17
Saturday,Pediatrics,Evening,12
Saturday,Emergency,Afternoon,23
Wednesday,Oncology,Night,24
Wednesday,Pediatrics,Morning,11
Tuesday,Pediatrics,Night,26
Monday,Neurology,Morning,18
Saturday,Emergency,Afternoon,13
Wednesday,Cardiology,Evening,8
Wednesday,Neurology,Evening,9
Wednesday,Pediatrics,Morning,17
Wednesday,Cardiology,Evening,10
Tuesday,Cardiology,Morning,26
Monday,Neurology,Night,27
Thursday,Cardiology,Morning,26
Tuesday,Emergency,Evening,19
Thursday,Neurology,Night,7
Sunday,Pediatrics,Afternoon,6
Thursday,Oncology,Evening,28
Tuesday,Emergency,Evening,27
Monday,Pediatrics,Afternoon,10
Monday,Neurology,Afternoon,6
Saturday,Emergency,Morning,15
Monday,Cardiology,Night,10
Tuesday,Cardiology,Morning,25
Tuesday,Emergency,Night,27
Friday,Emergency,Night,7
Sunday,Neurology,Night,23
Tuesday,Oncology,Afternoon,6
Friday,Cardiology,Afternoon,15
Thursday,Oncology,Morning,9
Tuesday,Emergency,Afternoon,6
Friday,Emergency,Morning,5
Monday,Emergency,Night,16
Saturday,Neurology,Night,22
Thursday,Pediatrics,Evening,12
Tuesday,Emergency,Afternoon,16
Saturday,Neurology,Evening,10
Wednesday,Oncology,Evening,16
